season,athlete_id,guid,uid,slug,type,first_name,last_name,full_name,display_name,short_name,height,display_height,weight,display_weight,age,date_of_birth,birth_city,birth_state,birth_country,jersey,position_id,position_name,position_abbreviation,position_display_name,college_id,current_team_id,headshot_href,experience_years,status_id,status_name,status_type,draft_year,draft_round,draft_selection,active
2026,4433412,eba67921-6ad6-3f9c-bf1c-0e2a9703d911,s:40~l:59~a:4433412,hailey-van-lith,basketball,Hailey,Van Lith,Hailey Van Lith,Hailey Van Lith,H. Van Lith,69,"5' 9""",NA,NA,24,2001-09-09T07:00Z,Wenatchee,WA,USA,2,3,Guard,G,Guard,2628,18,https://a.espncdn.com/i/headshots/wnba/players/full/4433412.png,2,1,Active,active,2025,1,11,TRUE
2026,4433424,f62cb32b-7172-3aca-9789-64ce2dc59655,s:40~l:59~a:4433424,maddy-westbeld,basketball,Maddy,Westbeld,Maddy Westbeld,Maddy Westbeld,M. Westbeld,75,"6' 3""",NA,NA,24,2002-02-10T08:00Z,Kettering,OH,USA,21,7,Forward,F,Forward,87,11,https://a.espncdn.com/i/headshots/wnba/players/full/4433424.png,2,1,Active,active,2025,2,16,TRUE
2026,4433431,7ebfa5fa-40e4-3bb5-a3a3-91984fc47b8a,s:40~l:59~a:4433431,te-hina-paopao,basketball,Te-Hina,Paopao,Te-Hina Paopao,Te-Hina Paopao,T. Paopao,69,"5' 9""",NA,NA,24,2002-08-21T07:00Z,Oceanside,CA,USA,2,3,Guard,G,Guard,2579,20,https://a.espncdn.com/i/headshots/wnba/players/full/4433431.png,2,1,Active,active,2025,2,18,TRUE
2026,4433433,d10cbe2c-26de-31fe-a119-5618bcf03b5d,s:40~l:59~a:4433433,aicha-coulibaly,basketball,Aicha,Coulibaly,Aicha Coulibaly,Aicha Coulibaly,A. Coulibaly,72,"6' 0""",NA,NA,24,2001-10-18T07:00Z,Bamako,NA,Mali,35,3,Guard,G,Guard,245,19,https://a.espncdn.com/i/headshots/wnba/players/full/4433433.png,0,1,Active,active,2025,2,22,TRUE
2026,4433514,0dd1606f-2bcc-34fd-96ae-57e02ea8e7e3,s:40~l:59~a:4433514,saniya-rivers,basketball,Saniya,Rivers,Saniya Rivers,Saniya Rivers,S. Rivers,73,"6' 1""",NA,NA,23,2003-03-04T08:00Z,Wilmington,NC,USA,22,3,Guard,G,Guard,152,18,https://a.espncdn.com/i/headshots/wnba/players/full/4433514.png,2,1,Active,active,2025,1,8,TRUE
2026,4433523,d977afa5-f2e8-3294-abbb-57ee9f5cac2f,s:40~l:59~a:4433523,rori-harmon,basketball,Rori,Harmon,Rori Harmon,Rori Harmon,R. Harmon,66,"5' 6""",NA,NA,23,2003-01-29T08:00Z,Houston,TX,USA,3,3,Guard,G,Guard,251,16,https://a.espncdn.com/i/headshots/wnba/players/full/4433523.png,0,1,Active,active,2026,3,34,TRUE
2026,4433524,40260700-49ec-36b3-8b20-339722b76b02,s:40~l:59~a:4433524,sonia-citron,basketball,Sonia,Citron,Sonia Citron,Sonia Citron,S. Citron,73,"6' 1""",NA,NA,22,2003-10-22T07:00Z,Eastchester,NY,USA,22,3,Guard,G,Guard,87,16,https://a.espncdn.com/i/headshots/wnba/players/full/4433524.png,2,1,Active,active,2025,1,3,TRUE
2026,4433542,df8e6239-a341-3b44-937d-f0a99c3202c2,s:40~l:59~a:4433542,saylor-poffenbarger,basketball,Saylor,Poffenbarger,Saylor Poffenbarger,Saylor Poffenbarger,S. Poffenbarger,74,"6' 2""",NA,NA,23,2003-04-14T07:00Z,Middletown,MD,USA,6,3,Guard,G,Guard,120,11,NA,0,9,Free Agent,free-agent,NA,NA,NA,FALSE
2026,4433546,2c390df6-0870-3471-ad6d-f78105118ac8,s:40~l:59~a:4433546,makayla-timpson,basketball,Makayla,Timpson,Makayla Timpson,Makayla Timpson,M. Timpson,74,"6' 2""",173,173 lbs,23,2002-09-20T07:00Z,Edison,GA,USA,21,7,Forward,F,Forward,52,5,https://a.espncdn.com/i/headshots/wnba/players/full/4433546.png,2,1,Active,active,2025,2,19,TRUE
2026,4433630,bf28c328-c1c8-30f0-be04-d5eeaec2c856,s:40~l:59~a:4433630,rickea-jackson,basketball,Rickea,Jackson,Rickea Jackson,Rickea Jackson,R. Jackson,74,"6' 2""",175,175 lbs,25,2001-03-16T08:00Z,Detroit,MI,USA,5,7,Forward,F,Forward,2633,19,https://a.espncdn.com/i/headshots/wnba/players/full/4433630.png,3,1,Active,active,2024,1,4,TRUE
2026,4433633,7923526e-bc15-3288-9363-4a77de99bd64,s:40~l:59~a:4433633,kierstan-bell,basketball,Kierstan,Bell,Kierstan Bell,Kierstan Bell,K. Bell,73,"6' 1""",176,176 lbs,26,2000-03-16T08:00Z,Alliance,OH,USA,1,7,Forward,F,Forward,526,17,https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png,5,1,Active,active,2022,1,11,TRUE
2026,4433634,264fd764-8c8a-3d08-b70b-02279aad2492,s:40~l:59~a:4433634,ashten-prechtel,basketball,Ashten,Prechtel,Ashten Prechtel,Ashten Prechtel,A. Prechtel,77,"6' 5""",NA,NA,25,2001-05-11T07:00Z,Colorado Springs,CO,USA,11,7,Forward,F,Forward,24,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4433634.png,0,1,Active,active,2023,3,34,TRUE
2026,4433635,aa42d38c-ef50-3eb6-85e8-409671e7b517,s:40~l:59~a:4433635,diamond-miller,basketball,Diamond,Miller,Diamond Miller,Diamond Miller,D. Miller,75,"6' 3""",168,168 lbs,25,2001-02-11T08:00Z,Somerset,NJ,USA,1,7,Forward,F,Forward,120,18,https://a.espncdn.com/i/headshots/wnba/players/full/4433635.png,4,1,Active,active,2023,1,2,TRUE
2026,4433643,50c2fa38-e22a-3ea0-80d8-c6f7be8001ae,s:40~l:59~a:4433643,mackenzie-holmes,basketball,Mackenzie,Holmes,Mackenzie Holmes,Mackenzie Holmes,M. Holmes,75,"6' 3""",NA,NA,25,2000-11-01T08:00Z,Gorham,ME,USA,54,7,Forward,F,Forward,84,14,https://a.espncdn.com/i/headshots/wnba/players/full/4433643.png,2,1,Active,active,2024,3,26,TRUE
2026,4433690,62448f65-1b2a-360a-8b73-ae45f21a0044,s:40~l:59~a:4433690,holly-winterburn,basketball,Holly,Winterburn,Holly Winterburn,Holly Winterburn,H. Winterburn,71,"5' 11""",NA,NA,25,2000-10-01T07:00Z,Northampton,NA,England,77,3,Guard,G,Guard,2483,132052,https://a.espncdn.com/i/headshots/wnba/players/full/4433690.png,0,1,Active,active,NA,NA,NA,TRUE
2026,4433730,5d79683b-b6b8-3474-a96f-617daff9251e,s:40~l:59~a:4433730,paige-bueckers,basketball,Paige,Bueckers,Paige Bueckers,Paige Bueckers,P. Bueckers,72,"6' 0""",NA,NA,24,2001-10-20T07:00Z,Hopkins,MN,USA,5,3,Guard,G,Guard,41,3,https://a.espncdn.com/i/headshots/wnba/players/full/4433730.png,2,1,Active,active,2025,1,1,TRUE
2026,4433744,b1ff3eeb-b7d2-3c39-a10e-24e96dc874e3,s:40~l:59~a:4433744,michelle-onyiah,basketball,Michelle,Onyiah,Michelle Onyiah,Michelle Onyiah,M. Onyiah,75,"6' 3""",NA,NA,23,2003-03-12T08:00Z,Eastvale,CA,USA,1,9,Center,C,Center,25,5,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,4433790,343afb44-7a8b-3984-8141-361e8045fdaa,s:40~l:59~a:4433790,azzi-fudd,basketball,Azzi,Fudd,Azzi Fudd,Azzi Fudd,A. Fudd,71,"5' 11""",NA,NA,23,2002-11-11T08:00Z,Arlington,VA,USA,35,3,Guard,G,Guard,41,3,https://a.espncdn.com/i/headshots/wnba/players/full/4433790.png,0,1,Active,active,2026,1,1,TRUE
2026,4433791,9b981a71-c55e-3b7f-81a2-1663a2d50ea3,s:40~l:59~a:4433791,olivia-miles,basketball,Olivia,Miles,Olivia Miles,Olivia Miles,O. Miles,70,"5' 10""",NA,NA,23,2003-01-29T08:00Z,Phillipsburg,NJ,USA,5,3,Guard,G,Guard,2628,8,https://a.espncdn.com/i/headshots/wnba/players/full/4433791.png,0,1,Active,active,2026,1,2,TRUE
2026,4433792,cf20effc-99d1-388d-9c5f-45671adbae34,s:40~l:59~a:4433792,rayah-marshall,basketball,Rayah,Marshall,Rayah Marshall,Rayah Marshall,R. Marshall,76,"6' 4""",NA,NA,22,2003-11-15T08:00Z,Los Angeles,CA,USA,13,9,Center,C,Center,30,18,https://a.espncdn.com/i/headshots/wnba/players/full/4433792.png,1,1,Active,active,2025,2,25,TRUE
2026,4433795,96865a84-9cac-3ca0-9525-04367218dd7b,s:40~l:59~a:4433795,sania-feagin,basketball,Sania,Feagin,Sania Feagin,Sania Feagin,S. Feagin,75,"6' 3""",NA,NA,23,2003-03-15T08:00Z,Ellenwood,GA,USA,1,7,Forward,F,Forward,2579,132052,https://a.espncdn.com/i/headshots/wnba/players/full/4433795.png,2,1,Active,active,2025,2,21,TRUE
2026,4433797,847d34e9-93c3-3b36-b920-e52db3c812b9,s:40~l:59~a:4433797,raven-johnson,basketball,Raven,Johnson,Raven Johnson,Raven Johnson,R. Johnson,68,"5' 8""",NA,NA,23,2003-03-04T08:00Z,Atlanta,GA,USA,3,3,Guard,G,Guard,2579,5,https://a.espncdn.com/i/headshots/wnba/players/full/4433797.png,0,1,Active,active,2026,1,10,TRUE
2026,4433807,8414d14d-bade-316b-8e82-203de8c26582,s:40~l:59~a:4433807,aziaha-james,basketball,Aziaha,James,Aziaha James,Aziaha James,A. James,70,"5' 10""",NA,NA,23,2002-11-19T08:00Z,Virginia Beach,VA,USA,10,3,Guard,G,Guard,152,3,https://a.espncdn.com/i/headshots/wnba/players/full/4433807.png,2,1,Active,active,2025,1,12,TRUE
2026,4433815,270986ef-94a3-3efb-8688-8b4b7c5931e8,s:40~l:59~a:4433815,lucy-olsen,basketball,Lucy,Olsen,Lucy Olsen,Lucy Olsen,L. Olsen,70,"5' 10""",NA,NA,23,2003-05-26T07:00Z,Collegeville,PA,USA,33,3,Guard,G,Guard,2294,16,https://a.espncdn.com/i/headshots/wnba/players/full/4433815.png,2,1,Active,active,2025,2,23,TRUE
2026,4434015,00fd5edf-6b2a-3da4-b07a-13657a4d9afd,s:40~l:59~a:4434015,jj-quinerly,basketball,JJ,Quinerly,JJ Quinerly,JJ Quinerly,J. Quinerly,68,"5' 8""",NA,NA,23,2002-10-24T07:00Z,Norfolk,VA,USA,11,3,Guard,G,Guard,277,3,https://a.espncdn.com/i/headshots/wnba/players/full/4434015.png,1,9,Free Agent,free-agent,2025,3,27,FALSE
2026,4434020,3c773812-ecda-3552-9481-5ddc79600200,s:40~l:59~a:4434020,teonni-key,basketball,Teonni,Key,Teonni Key,Teonni Key,T. Key,77,"6' 5""",NA,NA,23,2003-07-10T07:00Z,Cary,NC,USA,7,7,Forward,F,Forward,96,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4434020.png,0,1,Active,active,2026,2,22,TRUE
2026,4565501,e5ff3eb2-935b-3dcb-8a91-d8b1cdf0a1f0,s:40~l:59~a:4565501,janiah-barker,basketball,Janiah,Barker,Janiah Barker,Janiah Barker,J. Barker,76,"6' 4""",185,185 lbs,22,2003-11-08T08:00Z,Marietta,GA,USA,2,7,Forward,F,Forward,2633,17,https://a.espncdn.com/i/headshots/wnba/players/full/4565501.png,0,9,Free Agent,free-agent,2026,2,29,FALSE
2026,4565505,527099c9-b18c-356a-a939-b950af0427c5,s:40~l:59~a:4565505,kiki-rice,basketball,Kiki,Rice,Kiki Rice,Kiki Rice,K. Rice,71,"5' 11""",NA,NA,22,2004-01-14T08:00Z,Bethesda,MD,USA,1,3,Guard,G,Guard,26,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4565505.png,0,1,Active,active,2026,1,6,TRUE
2026,4565515,4c0311d4-ad53-31ee-a45d-682bd25e8eb9,s:40~l:59~a:4565515,tonie-morgan,basketball,Tonie,Morgan,Tonie Morgan,Tonie Morgan,T. Morgan,69,"5' 9""",NA,NA,22,2004-07-16T07:00Z,Tallahassee,FL,USA,4,3,Guard,G,Guard,96,6,https://a.espncdn.com/i/headshots/wnba/players/full/4565515.png,0,1,Active,active,2026,3,32,TRUE
2026,4583144,f3f823c7-0beb-3fde-89f4-b3439835fafd,s:40~l:59~a:4583144,cotie-mcmahon,basketball,Cotie,McMahon,Cotie McMahon,Cotie McMahon,C. McMahon,72,"6' 0""",NA,NA,22,2004-05-04T07:00Z,Dayton,OH,USA,23,3,Guard,G,Guard,145,16,https://a.espncdn.com/i/headshots/wnba/players/full/4583144.png,0,1,Active,active,2026,1,11,TRUE
2026,4594527,611dabd6-ffbe-3358-b05d-24f19b85c612,s:40~l:59~a:4594527,dulcy-fankam-mendjiadeu,basketball,Dulcy,Fankam Mendjiadeu,Dulcy Fankam Mendjiadeu,Dulcy Fankam Mendjiadeu,D. Fankam Mendjiadeu,75,"6' 3""",204,204 lbs,27,1999-07-26T07:00Z,Nkongsamba,NA,Cameroon,12,7,Forward,F,Forward,58,3,https://a.espncdn.com/i/headshots/wnba/players/full/4594527.png,2,9,Free Agent,free-agent,2023,2,21,FALSE
2026,4594786,b91883fa-0be3-3459-84de-71b3aae5761a,s:40~l:59~a:4594786,sydney-taylor,basketball,Sydney,Taylor,Sydney Taylor,Sydney Taylor,S. Taylor,69,"5' 9""",NA,NA,25,2001-06-21T07:00Z,Long Island,NY,USA,12,3,Guard,G,Guard,97,19,https://a.espncdn.com/i/headshots/wnba/players/full/4594786.png,0,1,Active,active,NA,NA,NA,TRUE
2026,4595823,2d21c20c-284b-3339-b4bd-ef53f1cb7cc4,s:40~l:59~a:4595823,alex-fowler,basketball,Alex,Fowler,Alex Fowler,Alex Fowler,A. Fowler,74,"6' 2""",NA,NA,25,2001-07-21T07:00Z,Townsville,QLD,Australia,12,7,Forward,F,Forward,2501,9,NA,0,9,Free Agent,free-agent,NA,NA,NA,FALSE
2026,4595910,9818876f-26d7-3b05-9f77-595b6c5e07cc,s:40~l:59~a:4595910,haley-jones,basketball,Haley,Jones,Haley Jones,Haley Jones,H. Jones,73,"6' 1""",187,187 lbs,25,2001-05-23T07:00Z,Santa Cruz,CA,USA,30,3,Guard,G,Guard,24,3,https://a.espncdn.com/i/headshots/wnba/players/full/4595910.png,4,1,Active,active,2023,1,6,TRUE
2026,4596309,746b21e0-5cd7-3b17-ae15-b49221248f77,s:40~l:59~a:4596309,liatu-king,basketball,Liatu,King,Liatu King,Liatu King,L. King,71,"5' 11""",NA,NA,24,2002-02-10T08:00Z,Washington,DC,USA,2,7,Forward,F,Forward,87,8,https://a.espncdn.com/i/headshots/wnba/players/full/4596309.png,2,1,Active,active,2025,3,28,TRUE
2026,4597509,d21a1e7d-c02e-3dc6-9ba5-d3e450b4c3b5,s:40~l:59~a:4597509,aaliyah-nye,basketball,Aaliyah,Nye,Aaliyah Nye,Aaliyah Nye,A. Nye,72,"6' 0""",NA,NA,24,2002-08-14T07:00Z,East Lansing,MI,USA,32,3,Guard,G,Guard,333,6,https://a.espncdn.com/i/headshots/wnba/players/full/4597509.png,2,1,Active,active,2025,2,13,TRUE
2026,4599199,1537c5a9-6bf9-3897-9268-72a3f7dfb211,s:40~l:59~a:4599199,morgan-maly,basketball,Morgan,Maly,Morgan Maly,Morgan Maly,M. Maly,73,"6' 1""",NA,NA,24,2002-01-25T08:00Z,Crete,NE,USA,15,3,Guard,G,Guard,156,19,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,4609797,e8210eb0-fe71-31e6-87e9-8c4b286aeb3f,s:40~l:59~a:4609797,taniya-latson,basketball,Ta'Niya,Latson,Ta'Niya Latson,Ta'Niya Latson,T. Latson,68,"5' 8""",NA,NA,22,2003-12-26T08:00Z,Miami,FL,USA,5,3,Guard,G,Guard,2579,17,https://a.espncdn.com/i/headshots/wnba/players/full/4609797.png,0,1,Active,active,2026,2,20,TRUE
2026,4682797,02e432d5-84c9-3937-8dda-7038d7340286,s:40~l:59~a:4682797,luisa-geiselsoder,basketball,Luisa,Geiselsoder,Luisa Geiselsoder,Luisa Geiselsoder,L. Geiselsoder,76,"6' 4""",NA,NA,26,2000-02-10T08:00Z,Ansbach,NA,Germany,15,9,Center,C,Center,NA,132052,https://a.espncdn.com/i/headshots/wnba/players/full/4682797.png,2,1,Active,active,2020,2,21,TRUE
2026,4682855,05de73f8-c374-3b02-b482-0de66a790a71,s:40~l:59~a:4682855,justine-pissott,basketball,Justine,Pissott,Justine Pissott,Justine Pissott,J. Pissott,76,"6' 4""",NA,NA,22,2004-02-04T08:00Z,Toms River,NJ,USA,13,3,Guard,G,Guard,238,17,https://a.espncdn.com/i/headshots/wnba/players/full/4682855.png,0,1,Active,active,2026,2,25,TRUE
2026,4683006,f617ba03-8d34-35a1-945e-a558e716b03f,s:40~l:59~a:4683006,leonie-fiebich,basketball,Leonie,Fiebich,Leonie Fiebich,Leonie Fiebich,L. Fiebich,76,"6' 4""",NA,NA,26,2000-01-10T08:00Z,Landsberg am Lech,NA,Germany,13,7,Forward,F,Forward,NA,9,https://a.espncdn.com/i/headshots/wnba/players/full/4683006.png,3,1,Active,active,2020,2,22,TRUE
2026,4684384,b03d1b88-edb6-387f-b7bd-60905928eb2c,s:40~l:59~a:4684384,aneesah-morrow,basketball,Aneesah,Morrow,Aneesah Morrow,Aneesah Morrow,A. Morrow,73,"6' 1""",NA,NA,23,2003-02-02T08:00Z,Chicago,IL,USA,24,7,Forward,F,Forward,99,131935,https://a.espncdn.com/i/headshots/wnba/players/full/4684384.png,2,1,Active,active,2025,1,7,TRUE
2026,4688629,24a2c19a-7c30-3104-80e8-f18695c6d369,s:40~l:59~a:4688629,shay-ciezki,basketball,Shay,Ciezki,Shay Ciezki,Shay Ciezki,S. Ciezki,67,"5' 7""",NA,NA,22,2003-11-26T08:00Z,Buffalo,NY,USA,5,3,Guard,G,Guard,84,11,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,4698730,eeaa5b81-7137-3138-8f78-cb064fa4eac8,s:40~l:59~a:4698730,kara-dunn,basketball,Kara,Dunn,Kara Dunn,Kara Dunn,K. Dunn,71,"5' 11""",NA,NA,22,2003-12-06T08:00Z,Dallas,GA,USA,12,3,Guard,G,Guard,30,11,NA,0,1,Active,active,NA,NA,NA,TRUE
2026,4698736,1875dbcd-73f8-3c49-858b-6bab339c69fb,s:40~l:59~a:4698736,flaujae-johnson,basketball,Flau'jae,Johnson,Flau'jae Johnson,Flau'jae Johnson,F. Johnson,70,"5' 10""",NA,NA,22,2003-11-03T08:00Z,Savannah,GA,USA,4,3,Guard,G,Guard,99,14,https://a.espncdn.com/i/headshots/wnba/players/full/4698736.png,0,1,Active,active,2026,1,8,TRUE
2026,4703609,ffe45994-90cb-3f4b-bdaf-9c030d327caa,s:40~l:59~a:4703609,charlisse-leger-walker,basketball,Charlisse,Leger-Walker,Charlisse Leger-Walker,Charlisse Leger-Walker,C. Leger-Walker,70,"5' 10""",NA,NA,24,2001-09-15T07:00Z,Waikato,NA,New Zealand,4,3,Guard,G,Guard,26,18,https://a.espncdn.com/i/headshots/wnba/players/full/4703609.png,0,1,Active,active,2026,2,18,TRUE
2026,4703794,6259bc38-22d1-3564-bd88-eaf13345c7eb,s:40~l:59~a:4703794,sarah-ashlee-barker,basketball,Sarah Ashlee,Barker,Sarah Ashlee Barker,Sarah Ashlee Barker,S. Barker,72,"6' 0""",NA,NA,24,2001-09-10T07:00Z,Birmingham,AL,USA,3,3,Guard,G,Guard,333,132052,https://a.espncdn.com/i/headshots/wnba/players/full/4703794.png,2,1,Active,active,2025,1,9,TRUE
2026,4704180,a9d1aaa5-c146-30df-9cf6-927d1b93d32c,s:40~l:59~a:4704180,georgia-amoore,basketball,Georgia,Amoore,Georgia Amoore,Georgia Amoore,G. Amoore,66,"5' 6""",NA,NA,25,2001-04-03T07:00Z,Ballarat,VIC,Australia,8,3,Guard,G,Guard,96,16,https://a.espncdn.com/i/headshots/wnba/players/full/4704180.png,0,1,Active,active,2025,1,6,TRUE
2026,4704594,2dad6630-5c45-3e7b-85ce-0fbd64e45979,s:40~l:59~a:4704594,marta-suarez,basketball,Marta,Suarez,Marta Suarez,Marta Suarez,M. Suarez,75,"6' 3""",NA,NA,24,2002-05-07T07:00Z,Oviedo,NA,Spain,77,7,Forward,F,Forward,2628,11,https://a.espncdn.com/i/headshots/wnba/players/full/4704594.png,0,1,Active,active,2026,2,16,TRUE
2026,4790258,b2f7b319-dc08-320d-ae85-99e9119ca9e6,s:40~l:59~a:4790258,raquel-carrera,basketball,Raquel,Carrera,Raquel Carrera,Raquel Carrera,R. Carrera,75,"6' 3""",NA,NA,24,2001-10-31T08:00Z,NA,NA,NA,14,7,Forward,F,Forward,NA,9,NA,0,1,Active,active,2021,2,15,TRUE
2026,4790260,c4b25a02-8615-37eb-8ce2-9e841e785c06,s:40~l:59~a:4790260,marine-fauthoux,basketball,Marine,Fauthoux,Marine Fauthoux,Marine Fauthoux,M. Fauthoux,69,"5' 9""",NA,NA,25,2001-01-23T08:00Z,NA,NA,NA,4,3,Guard,G,Guard,NA,9,NA,0,1,Active,active,2021,3,29,TRUE
2026,4790263,3e54c9a6-1552-32ec-a6b5-7004bc25b567,s:40~l:59~a:4790263,iliana-rupert,basketball,Iliana,Rupert,Iliana Rupert,Iliana Rupert,I. Rupert,76,"6' 4""",189,189 lbs,25,2001-07-12T07:00Z,NA,NA,NA,12,9,Center,C,Center,NA,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4790263.png,4,1,Active,active,2021,1,12,TRUE
2026,4790264,ea04a1f9-4ef0-3d47-8345-30f7da76a396,s:40~l:59~a:4790264,janelle-salaun,basketball,Janelle,Salaun,Janelle Salaun,Janelle Salaun,J. Salaun,74,"6' 2""",NA,NA,24,2001-09-05T07:00Z,NA,NA,NA,13,7,Forward,F,Forward,NA,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4790264.png,2,1,Active,active,NA,NA,NA,TRUE
2026,4790266,4c6f8bc9-958c-3597-ac7a-686f012dbf34,s:40~l:59~a:4790266,awak-kuier,basketball,Awak,Kuier,Awak Kuier,Awak Kuier,A. Kuier,78,"6' 6""",168,168 lbs,25,2001-08-19T07:00Z,NA,NA,NA,34,7,Forward,F,Forward,NA,3,https://a.espncdn.com/i/headshots/wnba/players/full/4790266.png,4,1,Active,active,2021,1,2,TRUE
2026,4858656,9499df6a-a7f8-3467-87a7-25fc67524c3b,s:40~l:59~a:4858656,gabriela-jaquez,basketball,Gabriela,Jaquez,Gabriela Jaquez,Gabriela Jaquez,G. Jaquez,72,"6' 0""",NA,NA,22,2003-11-19T08:00Z,Camarillo,CA,USA,11,3,Guard,G,Guard,26,19,https://a.espncdn.com/i/headshots/wnba/players/full/4858656.png,0,1,Active,active,2026,1,5,TRUE
2026,4873358,dbcc5603-b86e-34ac-a28f-dc91b47d45a6,s:40~l:59~a:4873358,antonia-delaere,basketball,Antonia,Delaere,Antonia Delaere,Antonia Delaere,A. Delaere,71,"5' 11""",NA,NA,32,1994-08-01T07:00Z,Antwerp,NA,Belgium,8,7,Forward,F,Forward,NA,8,https://a.espncdn.com/i/headshots/wnba/players/full/4873358.png,0,1,Active,active,NA,NA,NA,TRUE
2026,4873359,a8cc79dc-a95e-3e9e-83cb-8d56ac77f6c4,s:40~l:59~a:4873359,kyara-linskens,basketball,Kyara,Linskens,Kyara Linskens,Kyara Linskens,K. Linskens,76,"6' 4""",NA,NA,29,1996-11-13T08:00Z,NA,NA,NA,31,9,Center,C,Center,NA,11,https://a.espncdn.com/i/headshots/wnba/players/full/4873359.png,2,1,Active,active,NA,NA,NA,TRUE
2026,4874375,68f1ef82-738a-33b6-b421-63d7baf44b37,s:40~l:59~a:4874375,jihyun-park,basketball,Jihyun,Park,Jihyun Park,Jihyun Park,J. Park,73,"6' 1""",NA,NA,26,2000-04-07T07:00Z,NA,NA,NA,6,7,Forward,F,Forward,NA,6,https://a.espncdn.com/i/headshots/wnba/players/full/4874375.png,0,1,Active,active,NA,NA,NA,TRUE
2026,4874475,ca706507-7327-340a-a51b-aa993432040f,s:40~l:59~a:4874475,nikolina-milic,basketball,Nikolina,Milic,Nikolina Milic,Nikolina Milic,N. Milic,75,"6' 3""",181,181 lbs,32,1994-04-12T07:00Z,NA,NA,NA,31,7,Forward,F,Forward,NA,131935,NA,2,9,Free Agent,free-agent,NA,NA,NA,FALSE
2026,4898383,0e1ce69c-c183-3a97-9568-966580a0934b,s:40~l:59~a:4898383,bree-hall,basketball,Bree,Hall,Bree Hall,Bree Hall,B. Hall,73,"6' 1""",161,161 lbs,23,2003-06-28T07:00Z,Dayton,OH,USA,23,3,Guard,G,Guard,2579,5,https://a.espncdn.com/i/headshots/wnba/players/full/4898383.png,2,1,Active,active,2025,2,20,TRUE
2026,4898384,8c14caa5-a9c7-3508-aca8-567930a6d9b7,s:40~l:59~a:4898384,kiki-iriafen,basketball,Kiki,Iriafen,Kiki Iriafen,Kiki Iriafen,K. Iriafen,75,"6' 3""",NA,NA,23,2003-08-26T07:00Z,Los Angeles,CA,USA,44,7,Forward,F,Forward,30,16,https://a.espncdn.com/i/headshots/wnba/players/full/4898384.png,2,1,Active,active,2025,1,4,TRUE
2026,4898400,d6708816-8ec4-3961-a73b-8f422d6aa1b6,s:40~l:59~a:4898400,taylor-thierry,basketball,Taylor,Thierry,Taylor Thierry,Taylor Thierry,T. Thierry,73,"6' 1""",NA,NA,23,2003-01-08T08:00Z,Cleveland,OH,USA,3,7,Forward,F,Forward,194,14,https://a.espncdn.com/i/headshots/wnba/players/full/4898400.png,2,1,Active,active,2025,3,36,TRUE
2026,4898898,84510952-68e5-3e34-8395-423168617a53,s:40~l:59~a:4898898,gianna-kneepkens,basketball,Gianna,Kneepkens,Gianna Kneepkens,Gianna Kneepkens,G. Kneepkens,71,"5' 11""",NA,NA,23,2003-03-04T08:00Z,Duluth,MN,USA,5,3,Guard,G,Guard,26,18,https://a.espncdn.com/i/headshots/wnba/players/full/4898898.png,0,1,Active,active,2026,1,15,TRUE
2026,4899328,29fe074b-4d7f-392e-b8e5-e5e44e035f0d,s:40~l:59~a:4899328,kaitlyn-chen,basketball,Kaitlyn,Chen,Kaitlyn Chen,Kaitlyn Chen,K. Chen,69,"5' 9""",NA,NA,24,2002-02-22T08:00Z,San Marino,CA,USA,2,3,Guard,G,Guard,41,129689,https://a.espncdn.com/i/headshots/wnba/players/full/4899328.png,2,1,Active,active,2025,3,30,TRUE
2026,5017721,52f3ae67-8df5-39f9-aa55-aa6bdae30f53,s:40~l:59~a:5017721,sika-kone,basketball,Sika,Kone,Sika Kone,Sika Kone,S. Kone,75,"6' 3""",180,180 lbs,24,2002-07-13T07:00Z,NA,NA,NA,23,7,Forward,F,Forward,NA,20,https://a.espncdn.com/i/headshots/wnba/players/full/5017721.png,4,1,Active,active,2022,3,29,TRUE
2026,5017726,2211a4f3-092f-3294-b5f2-2dda7bb7d167,s:40~l:59~a:5017726,jade-melbourne,basketball,Jade,Melbourne,Jade Melbourne,Jade Melbourne,J. Melbourne,70,"5' 10""",145,145 lbs,24,2002-08-18T07:00Z,Traralgon,VIC,Australia,5,3,Guard,G,Guard,NA,14,https://a.espncdn.com/i/headshots/wnba/players/full/5017726.png,4,1,Active,active,2022,3,33,TRUE
2026,5105406,52f94a97-def2-3e09-946b-ae3fc49c7244,s:40~l:59~a:5105406,frieda-buhner,basketball,Frieda,Buhner,Frieda Buhner,Frieda Buhner,F. Buhner,73,"6' 1""",NA,NA,22,2004-05-28T07:00Z,Osnabruck,NA,Germany,20,7,Forward,F,Forward,57,132052,https://a.espncdn.com/i/headshots/wnba/players/full/5105406.png,0,1,Active,active,2026,2,17,TRUE
